ID,Title,Address,Date_Posted,Number_of_Bedrooms,Number_of_Bathrooms,Area_m2,Price,Image_URL
192,Bán biệt thự vừa hoàn thiện Khe Sanh P10 Đà Lạt view thung lũng -MN992,"TP. Đà Lạt, Lâm Đồng",2023-11-14,7,9,304,16500000000,https://cloud.mogi.vn/images/thumb-small/2023/10/10/434/690a1bb992b3457d996e93f4cc3d3dc0.jpg
193,Bán biệt thự Trần Quý Cáp phường 9 Đà Lạt an cư nghỉ dưỡng - MN3197,"TP. Đà Lạt, Lâm Đồng",2023-11-14,4,4,248,18500000000,https://cloud.mogi.vn/images/thumb-small/2023/10/10/402/421eb587d7b5450ab4dc2a7200b27996.jpg
194,Bán biệt thự 2mặt tiền Trịnh Hoài Đức P11 Đà Lạt hợp nghĩ dưỡng MN3192,"TP. Đà Lạt, Lâm Đồng",2023-11-14,8,8,297,15500000000,https://cloud.mogi.vn/images/thumb-small/2023/10/10/478/4d40d7a1fa984803b11e4344e88d5815.jpg
195,Bán khách sạn Phan Bội Châu Phường 1 Đà Lạt ngay trung tâm - MN3573,"TP. Đà Lạt, Lâm Đồng",2023-11-14,14,14,86,20000000000,https://cloud.mogi.vn/images/thumb-small/2023/10/12/443/739fb645fef343dc979ec986c5d03f34.jpg
196,Bán nhà hẻm Gio An phường 5 Đà Lạt đang kinh doanh homestay - MN3567,"TP. Đà Lạt, Lâm Đồng",2023-11-14,5,5,200,12500000000,https://cloud.mogi.vn/images/thumb-ms/2023/10/12/295/6f3337ae70af4333901441d690dd8195.jpg
197,Bán biệt thự Võ Trường Toản Phường 8 Đà Lạt sát đường chính - MN3565,"TP. Đà Lạt, Lâm Đồng",2023-11-14,3,4,223,19500000000,https://cloud.mogi.vn/images/thumb-ms/2023/10/12/371/949545d9fd6844918be6a84c09a12a59.jpg
198,Bán nhà mặt tiền Nguyễn Thị Nghĩa Phường2 Đà Lạt ngay trung tâm MN3533,"TP. Đà Lạt, Lâm Đồng",2023-11-14,4,2,67,16800000000,https://cloud.mogi.vn/images/thumb-small/2023/10/14/363/2de49f15da064497a687e3bce701afe0.jpg
199,Bán biệt thự Trịnh Hoài Đức Phường 11 Đà Lạt view đẹp không che MN3532,"TP. Đà Lạt, Lâm Đồng",2023-11-14,8,9,200,14500000000,https://cloud.mogi.vn/images/thumb-small/2023/10/14/401/ef89fdbdf42d4ae48f8866d23951697d.jpg
200,Bán biệt thự Măng Lin phường 7 Đà Lạt view thung lũng săn mây - MN3529,"TP. Đà Lạt, Lâm Đồng",2023-11-14,6,7,210,9000000000,https://cloud.mogi.vn/images/thumb-small/2023/10/14/453/f6ae8ad4709c4c0f80d79bec1c1f94d2.jpg
201,Bán khách sạn mặt tiền Ngô Quyền phường 6 Đà Lạt kinh doanh tốt MN3528,"TP. Đà Lạt, Lâm Đồng",2023-11-14,11,11,92,15500000000,https://cloud.mogi.vn/images/thumb-small/2023/10/14/488/d8e0154087924223803f23ec2d84af96.jpg
202,Bán nhà mặt tiền Tô Ngọc Vân Phường 2 Đà Lạt ngay trung tâm - MN3527,"TP. Đà Lạt, Lâm Đồng",2023-11-14,3,3,46,6200000000,https://cloud.mogi.vn/images/thumb-small/2023/10/14/533/50900f5f0d874dbab7d2264f51f46be5.jpg
203,Bán nhà Thông Thiên Học phường 2 Đà Lạt an cư lạc nghiệp - MN3459,"TP. Đà Lạt, Lâm Đồng",2023-11-14,1,2,83,6500000000,https://cloud.mogi.vn/images/thumb-small/2023/10/19/591/a867852137b24fca85bdca1e13e5cd6b.jpg
204,Bán nhà Nguyễn Đình Chiểu phường 9 Đà Lạt thích hợp nghỉ dưỡng MN3451,"TP. Đà Lạt, Lâm Đồng",2023-11-14,4,7,94,16200000000,https://cloud.mogi.vn/images/thumb-small/2023/10/19/082/b709776255e2423bb502728b8e86d527.jpg
205,Bán nhà 2 mặt tiền KQH Phan Đình Phùng P2 Đà Lạt kinh doanh tốt MN3447,"TP. Đà Lạt, Lâm Đồng",2023-11-14,4,4,81,13500000000,https://cloud.mogi.vn/images/thumb-small/2023/10/19/187/297530d8ab5247fb911356463c813572.jpg
206,Bán nhà 2 mặt tiền Tự Phước P11 Đà Lạt ngay vòng xoay Trại Mát MN3523,"TP. Đà Lạt, Lâm Đồng",2023-11-14,3,3,220,9500000000,https://cloud.mogi.vn/images/thumb-small/2023/10/14/582/46c6accbeb0f49e7a336078527ee34b2.jpg
207,Bán nhà 2 mặt tiền hẻm Mạc Đĩnh Chi P4 Đà Lạt gần đường chính - MN3488,"TP. Đà Lạt, Lâm Đồng",2023-11-14,5,2,141,10500000000,https://cloud.mogi.vn/images/thumb-small/2023/10/17/382/e433572add3742fe811ff3d44fb3f6c5.jpg
208,Bán nhà mặt tiền Hoàng Diệu phường 5 ngay trung tâm TP Đà Lạt - MN3485,"TP. Đà Lạt, Lâm Đồng",2023-11-14,2,2,231,22000000000,https://cloud.mogi.vn/images/thumb-small/2023/10/17/440/6224d0d50a9846be9942ebd72ed0d81e.jpg
209,Bán nhà Hoàng Hoa Thám phường 10 Đà Lạt đang kinh doanh cafe - MN3481,"TP. Đà Lạt, Lâm Đồng",2023-11-14,1,4,507,16500000000,https://cloud.mogi.vn/images/thumb-small/2023/10/17/511/8f815c4c707d4ae88e3af9c94495af40.jpg
210,Bán biệt thự 2 mặt tiền Yên Thế P10 Đà Lạt kiến trúc cực đẹp - MN3416,"TP. Đà Lạt, Lâm Đồng",2023-11-14,6,6,203,35000000000,https://cloud.mogi.vn/images/thumb-small/2023/10/21/227/9c331d6f5e6f4d6eb2ccf3dd4f80d049.jpg
211,Bán nhà mặt tiền Nguyễn Lương Bằng P2 Đà Lạt an cư lạc nghiệp - MN3400,"TP. Đà Lạt, Lâm Đồng",2023-11-14,5,5,53,10500000000,https://cloud.mogi.vn/images/thumb-ms/2023/10/21/159/cba8f11ec25d499a92502a2f5fa644ce.jpg
212,Bán nhà Hoàng Diệu phường 5 Đà Lạt vị trí kinh doanh đắc địa - MN3399,"TP. Đà Lạt, Lâm Đồng",2023-11-14,5,5,202,14500000000,https://cloud.mogi.vn/images/thumb-ms/2023/10/21/219/c8df60d10f7042d0bd0600da6dfea928.jpg
213,Bán nhà mặt tiền Phan Đình Phùng P2 Đà Lạt tiện kinh doanh - MN3373,"TP. Đà Lạt, Lâm Đồng",2023-11-14,4,4,140,40000000000,https://cloud.mogi.vn/images/thumb-small/2023/10/24/273/9af80aa749004e51bf4b26992a6be1d4.jpg
214,Bán nhà 2 mặt tiền hẻm Trần Phú phường 3 Đà Lạt tiện an cư - MN3372,"TP. Đà Lạt, Lâm Đồng",2023-11-14,7,8,73,13500000000,https://cloud.mogi.vn/images/thumb-small/2023/10/24/333/c56aa3288e754f668449eb70a36182ae.jpg
215,Bán nhà KQH Nguyễn Khuyến phường 5 Đà Lạt hợp an cư nghỉ dưỡng MN3371,"TP. Đà Lạt, Lâm Đồng",2023-11-14,6,3,77,13800000000,https://cloud.mogi.vn/images/thumb-small/2023/10/24/356/59efd0a36f234fd5922bfb2d5a3f8694.jpg
216,Bán khách sạn đường Ngô Quyền phường 6 Đà Lạt ngay trung tâm - MN3368,"TP. Đà Lạt, Lâm Đồng",2023-11-14,8,9,92,10500000000,https://cloud.mogi.vn/images/thumb-small/2023/10/24/392/167bd6f6c05949609c133f50947f2f1e.jpg
217,Bán khách sạn Hồ Tùng Mậu Phường 3 Đà Lạt ngay trung tâm TP - MN3367,"TP. Đà Lạt, Lâm Đồng",2023-11-14,12,12,109,34000000000,https://cloud.mogi.vn/images/thumb-small/2023/10/24/424/dab0f6cabcf04f4ba29a153c442a6722.jpg
218,Bán nhà Nguyễn Trung Trực Phường 4 Đà Lạt giá rẻ tiện an cư - MN3365,"TP. Đà Lạt, Lâm Đồng",2023-11-14,4,3,94,8000000000,https://cloud.mogi.vn/images/thumb-small/2023/10/24/456/223aebed50cc4a34a71b5269662010ec.jpg
219,Bán homestay Hoàng Hoa Thám phường 10 Đà Lạt đang kinh doanh - MN3363,"TP. Đà Lạt, Lâm Đồng",2023-11-14,9,9,250,21000000000,https://cloud.mogi.vn/images/thumb-small/2023/10/24/498/f37ccaafa4bb46e5b5550a1c274b7571.jpg
220,Bán nhà 2 mặt tiền KQH Golf Valley P2 Đà Lạt tiện nghỉ dưỡng - MN3346,"TP. Đà Lạt, Lâm Đồng",2023-11-14,4,5,83,19500000000,https://cloud.mogi.vn/images/thumb-small/2023/10/26/529/d99b1f376af8493eb5e815f3b17e1b2f.jpg
221,Bán nhà Cao Thắng Phường 7 Đà Lạt thích hợp an cư lạc nghiệp - MN3344,"TP. Đà Lạt, Lâm Đồng",2023-11-14,5,4,57,5500000000,https://cloud.mogi.vn/images/thumb-small/2023/10/26/159/f357c2295f184d1793f548d8887e776d.jpg
222,Bán biệt thự mặt tiền Ngô Tất Tố Phường 8 Đà Lạt hợp nghỉ dưỡng MN3335,"TP. Đà Lạt, Lâm Đồng",2023-11-14,11,12,573,35000000000,https://cloud.mogi.vn/images/thumb-small/2023/10/26/272/21bfc17ecf464665ada6c78a3f8179b5.jpg
223,Bán nhà hẻm ôtô Cao Thắng Đà Lạt cách đường nhựa chính chỉ 20m MN3253,"TP. Đà Lạt, Lâm Đồng",2023-11-14,5,5,132,8000000000,https://cloud.mogi.vn/images/thumb-small/2023/10/31/412/8b8f462f9011480d8a2631548697a0b8.jpg
224,Bán nhà 2 mặt tiền Cô Giang phường 9 Đà Lạt hợp nghĩ dưỡng - MN3254,"TP. Đà Lạt, Lâm Đồng",2023-11-14,6,5,228,11400000000,https://cloud.mogi.vn/images/thumb-small/2023/10/31/384/0ff00a28827841739f0d0e7a73022476.jpg
225,Bán biệt thự 2 mặt tiền KQH Ngô Quyền P6 Đà Lạt hợp nghỉ dưỡng MN3591,"TP. Đà Lạt, Lâm Đồng",2023-11-14,7,8,220,18000000000,https://cloud.mogi.vn/images/thumb-small/2023/10/28/570/a08783fcb1a24a3b84946fc30dd75f52.jpg
226,Bán nhà Nam Hồ phường 11 Đà Lạt thích hợp an cư lạc nghiệp - MN3593,"TP. Đà Lạt, Lâm Đồng",2023-11-14,5,4,72,4600000000,https://cloud.mogi.vn/images/thumb-ms/2023/10/28/531/94be022997f745e2908fe1de9583baef.jpg
227,Bán nhà mặt tiền Hai Bà Trưng phường 6 Đà Lạt ngay trung tâm - MN3596,"TP. Đà Lạt, Lâm Đồng",2023-11-14,11,9,121,32000000000,https://cloud.mogi.vn/images/thumb-ms/2023/10/28/492/1b80603a159946658b38a14bc569641d.jpg
228,Bán nhà Ngô Thì Nhậm phường 4 Đà Lạt thích hợp an cư lạc nghiệp MN3597,"TP. Đà Lạt, Lâm Đồng",2023-11-14,16,16,137,13500000000,https://cloud.mogi.vn/images/thumb-small/2023/10/28/478/b14c5d952473444e96e8efe38a401da8.jpg
229,Bán nhà mặt tiền Nguyễn An Ninh Phường 6 Đà Lạt tiện an cư - MN3600,"TP. Đà Lạt, Lâm Đồng",2023-11-14,3,2,75,7000000000,https://cloud.mogi.vn/images/thumb-small/2023/10/28/398/7576c0d3f5954e7b8b89c8bb6b3258e8.jpg
230,Bán khách sạn trung tâm Phan Như Thạch Phường 1 Đà Lạt - MN3296,"TP. Đà Lạt, Lâm Đồng",2023-11-14,13,13,174,20000000000,https://cloud.mogi.vn/images/thumb-small/2023/10/28/357/f2fb68e7f7624db68eed91eb0ab26df6.jpg
231,Bán nhà mặt tiền đường Vạn Kiếp phường 7 Đà Lạt hợp nghỉ dưỡng MN3325,"TP. Đà Lạt, Lâm Đồng",2023-11-14,3,2,177,13500000000,https://cloud.mogi.vn/images/thumb-small/2023/10/26/387/e39f01dc06f0427689bfdfdbd4bd650e.jpg
232,Bán nhà Golden Hill Nguyễn Trung Trực phường 4 Đà Lạt hợp an cư MN3326,"TP. Đà Lạt, Lâm Đồng",2023-11-14,4,3,67,7500000000,https://cloud.mogi.vn/images/thumb-small/2023/10/26/357/6c669e777e4e45a58faa45864de25c3a.jpg
233,Sun Valley Bảo Lộc Lâm Đồng Tất Đất Tất Vàng,"TP. Bảo Lộc, Lâm Đồng",2023-10-27,1,0,400,5200000000,https://cloud.mogi.vn/images/thumb-small/2023/10/27/440/3c2704a936c240368079759b32625439.jpg
234,"Villa nhà vườn mới tại xã Lộc Châu, TP.Bảo Lộc","TP. Bảo Lộc, Lâm Đồng",2023-10-27,2,2,322,3450000000,https://cloud.mogi.vn/images/thumb-small/2023/10/27/263/7288cfef53194c4397cdb9900f853bac.jpg
235,Một căn villa đẹp xuất sắc tại trung tâm Bảo Lộc,"TP. Bảo Lộc, Lâm Đồng",2023-10-27,4,2,569,5900000000,https://cloud.mogi.vn/images/thumb-small/2023/10/27/088/b8315529c40346df807471bfed6407f0.jpg
236,Bán Nhà vườn hẻm 1001 Lộc Châu Bảo Lộc,"TP. Bảo Lộc, Lâm Đồng",2023-10-27,2,2,360,2990000000,https://cloud.mogi.vn/images/thumb-small/2023/10/27/572/d88d9052319a430eac49f91cf631562e.jpg
237,Bán Khu Glamping view Hồ TP Bảo Lộc,"TP. Bảo Lộc, Lâm Đồng",2023-09-26,4,3,552,1990000000,https://cloud.mogi.vn/images/thumb-small/2023/08/01/298/ed276134535d488ea64f5ba1d242837d.jpg
238,"Nhà ở, 3 phòng ngủ, đường Ngô Thị Nhậm Phường 4, Thành Phố Đà Lạt","TP. Đà Lạt, Lâm Đồng",2023-07-17,3,2,70,3900000000,https://cloud.mogi.vn/images/thumb-small/2023/07/17/229/fce3ee7ddcb3462fb6208e21e9995015.jpg
239,Bán khách sạn mặt tiền La Sơn Phu Tử Phường 6 Đà Lạt đã được hoàn công,"TP. Đà Lạt, Lâm Đồng",2023-06-13,16,16,222,42000000000,https://cloud.mogi.vn/images/thumb-small/2023/05/31/305/dfa16fb8efc741468007d00a45d89d21.jpg
240,Bán biệt thự Trịnh Hoài Đức Phường 11 Đà Lạt view đẹp nghĩ dưỡng,"TP. Đà Lạt, Lâm Đồng",2023-06-13,9,10,201,18000000000,https://cloud.mogi.vn/images/thumb-small/2023/05/31/401/ceb5c503855e4b6ebb539daff657b3f7.jpg
241,Bán biệt thự Quang Trung phường 9 Đà Lạt gần trung tâm tiện nghỉ dưỡng,"TP. Đà Lạt, Lâm Đồng",2023-06-13,4,4,200,15000000000,https://cloud.mogi.vn/images/thumb-ms/2023/05/31/267/0f381c7a5627458f8ab2f01471f714f4.jpg
242,Bán nhà khu Golden Hill Nguyễn Trung Trực phường 4 Đà Lạt tiện an cư,"TP. Đà Lạt, Lâm Đồng",2023-06-13,6,4,70,7900000000,https://cloud.mogi.vn/images/thumb-ms/2023/05/31/231/7d6cad3efa904f4d8361a2f7b113ef63.jpg
243,"Bán biệt thự KQH An Sơn Phường 4 Đà Lạt phù hợp nghỉ dưỡng, kinh doanh","TP. Đà Lạt, Lâm Đồng",2023-06-13,3,3,308,17500000000,https://cloud.mogi.vn/images/thumb-small/2023/05/30/379/f934d944538b4963a887a216b9a65154.jpg
244,Bán biệt thự sân vườn Ba Tháng Tư Phường 3 Đà Lạt tiện nghỉ dưỡng,"TP. Đà Lạt, Lâm Đồng",2023-06-13,7,6,596,27000000000,https://cloud.mogi.vn/images/thumb-small/2023/05/30/332/492b5047681a44c396e6775dcd399551.jpg
245,Bán biệt thự mặt tiền Nguyễn Du phường 9 Đà Lạt hợp kinh doanh lưu trú,"TP. Đà Lạt, Lâm Đồng",2023-06-13,6,6,423,46500000000,https://cloud.mogi.vn/images/thumb-small/2023/05/19/369/ef741873accf45128222ac13af027b0a.jpg
246,Bán biệt thự Hùng Vương p9 Đà Lạt Khu Anh Đào Group phù hợp nghỉ dưỡng,"TP. Đà Lạt, Lâm Đồng",2023-06-13,8,9,200,17000000000,https://cloud.mogi.vn/images/thumb-small/2023/05/20/427/229ebf1bae82439bba3fc965d17d9a6a.jpg
247,"Bán nhà Nguyễn Công Trứ phường 8 Đà Lạt thuận tiện an cư, kinh doanh","TP. Đà Lạt, Lâm Đồng",2023-06-13,2,2,102,7500000000,https://cloud.mogi.vn/images/thumb-small/2023/05/20/409/39ee05bc75374a1eb8b8aa09bbdc8d87.jpg
248,Bán biệt thự Ngô Thì Sỹ phường 4 Đà Lạt phù hợp an cư nghỉ dưỡng,"TP. Đà Lạt, Lâm Đồng",2023-06-13,12,13,264,17000000000,https://cloud.mogi.vn/images/thumb-small/2023/05/20/387/73205dbe3b4642f3a49ab36f805b9530.jpg
249,"Bán nhà KQH Thái Lâm phường 4 Đà Lạt thích hợp an cư, KD nghỉ dưỡng","TP. Đà Lạt, Lâm Đồng",2023-06-13,4,4,92,8500000000,https://cloud.mogi.vn/images/thumb-small/2023/05/20/300/b9e0f1ee7d784b6ead1b049ecd19bf10.jpg
250,"Bán biệt thự nghỉ dưỡng Yên Thế Phường 10 Đà Lạt sang trọng, đẳng cấp","TP. Đà Lạt, Lâm Đồng",2023-06-13,5,4,970,114000000000,https://cloud.mogi.vn/images/thumb-small/2023/05/19/418/13e4bd499e604f44b44b15ff3bf8ced1.jpg
251,Bán nhà mặt tiền Phan Đình Phùng phường 2 Đà Lạt thích hợp kinh doanh,"TP. Đà Lạt, Lâm Đồng",2023-06-13,2,2,102,23000000000,https://cloud.mogi.vn/images/thumb-small/2023/05/17/057/a52908b6433c415d9cf482d214c4ed9e.jpg
252,Bán biệt thự 2 mặt tiền Phạm Hồng Thái P10 Đà Lạt thích hợp kinh doanh,"TP. Đà Lạt, Lâm Đồng",2023-06-13,5,5,144,19500000000,https://cloud.mogi.vn/images/thumb-small/2023/05/19/169/df76c22765694c6b877b2036b1303e14.jpg
253,Bán nhà An Dương Vương Phường 2 Đà Lạt ngay trung tâm thành phố,"TP. Đà Lạt, Lâm Đồng",2023-06-13,1,1,37,7200000000,https://cloud.mogi.vn/images/thumb-small/2023/04/18/095/df9d1562384d4216a09dbf624c4168f3.jpg
254,Bán biệt thự 2 mặt tiền Viện Nghiên Cứu Hạt Nhân Đà Lạt hợp nghỉ dưỡng,"TP. Đà Lạt, Lâm Đồng",2023-06-13,4,4,212,25000000000,https://cloud.mogi.vn/images/thumb-small/2023/05/31/538/170ff5c6287b41e88f768379119d1617.jpg
255,Bán biệt thự mặt tiền Lý Nam Đế Phường 8 Đà Lạt hợp an cư nghỉ dưỡng,"TP. Đà Lạt, Lâm Đồng",2023-06-13,4,4,327,28000000000,https://cloud.mogi.vn/images/thumb-small/2023/04/21/573/9512ea5b98d248b29dd02c9d91acea15.jpg
256,Bán Khách sạn mặt tiền Lê Văn Tám P10 Đà Lạt view thung lũng thông,"TP. Đà Lạt, Lâm Đồng",2023-06-13,50,50,1299,150000000000,https://cloud.mogi.vn/images/thumb-ms/2023/04/20/321/752b0896c94a4a168aebf06e97b9fd38.jpg
257,Bán villa 2 mặt tiền Mẫu Tâm P5 Đà Lạt thích hợp an cư nghỉ dưỡng,"TP. Đà Lạt, Lâm Đồng",2023-06-13,5,5,193,10900000000,https://cloud.mogi.vn/images/thumb-ms/2023/04/20/282/b542acd718eb4280b2cb29151540ac9b.jpg
258,Bán biệt thự nghỉ dưỡng Nam Hồ Phường 11 Đà Lạt nở hậu sinh tài lộc,"TP. Đà Lạt, Lâm Đồng",2023-06-13,4,4,213,9500000000,https://cloud.mogi.vn/images/thumb-small/2023/04/14/430/4190bcff15274664a1f53384abc7c6e3.jpg
259,Bán biệt thự mặt tiền Đống Đa phường 3 Đà Lạt thích hợp nghỉ dưỡng,"TP. Đà Lạt, Lâm Đồng",2023-06-13,6,6,1327,135000000000,https://cloud.mogi.vn/images/thumb-small/2023/05/20/576/ca1dc0faec6241b9b007af0a4db91a93.jpg
260,Bán nhà Hải Thượng P5 Đà Lạt thích hợp kinh doanh hay an cư lạc nghiệp,"TP. Đà Lạt, Lâm Đồng",2023-06-13,3,3,65,12800000000,https://cloud.mogi.vn/images/thumb-small/2023/05/19/398/c1d36749a0044c648287c70de55cf7c2.jpg
261,Bán Khách sạn đường Nhà Chung phường 3 Đà Lạt đang kinh doanh ổn định,"TP. Đà Lạt, Lâm Đồng",2023-06-13,14,14,96,15900000000,https://cloud.mogi.vn/images/thumb-small/2023/05/16/396/963a8f99d1d74bb78e78e2dc87eaebdc.jpg
262,Bán Biệt thự mặt tiền Lý Nam Đế Phường 8 Đà Lạt thuận tiện kinh doanh,"TP. Đà Lạt, Lâm Đồng",2023-06-13,10,10,264,33000000000,https://cloud.mogi.vn/images/thumb-small/2023/05/16/367/2efd09eab5ee49fcb61361fe2a709892.jpg
263,Bán khách sạn mặt tiền Lê Văn Tám phường 10 Đà Lạt kinh doanh ổn định,"TP. Đà Lạt, Lâm Đồng",2023-06-13,11,11,250,35000000000,https://cloud.mogi.vn/images/thumb-small/2023/04/18/171/2e369dfa3b254bb786a6244e9395cfd6.jpg
264,Bán khách sạn trung tâm mặt tiền Phan Như Thạch Đà Lạt vị trí KD tốt,"TP. Đà Lạt, Lâm Đồng",2023-06-13,11,11,77,18500000000,https://cloud.mogi.vn/images/thumb-small/2023/05/16/461/6d2a7e46f76349008afe75a095a5c853.jpg
265,Bán biệt thự nghỉ dưỡng Viện Nghiên Cứu Hạt Nhân Đà Lạt đã hoàn công,"TP. Đà Lạt, Lâm Đồng",2023-06-13,3,4,220,23500000000,https://cloud.mogi.vn/images/thumb-small/2023/04/24/260/2bff81a623df43b1a438b589902c6b81.jpg
266,Bán biệt thự Phù Đổng Thiên Vương phường 8 Đà Lạt thiết kế sang trọng,"TP. Đà Lạt, Lâm Đồng",2023-06-13,8,9,511,31000000000,https://cloud.mogi.vn/images/thumb-small/2023/04/24/235/32ec0103a39b4c029c5ac2b97d79ba6d.jpg
267,Bán nhà 2 mặt tiền Đào Duy Từ P4 Đà Lạt vị trí đẹp đa dạng công năng,"TP. Đà Lạt, Lâm Đồng",2023-06-13,10,10,179,35000000000,https://cloud.mogi.vn/images/thumb-small/2023/04/24/011/33d20f11b8e9458691d8841dc74a02a5.jpg
268,Bán nhà Golden Hill Nguyễn Trung Trực phường 4 Đà Lạt an cư nghỉ dưỡng,"TP. Đà Lạt, Lâm Đồng",2023-06-13,6,6,87,8700000000,https://cloud.mogi.vn/images/thumb-small/2023/04/19/217/636207056a3043ac8a94b6b082a0fa4f.jpg
269,Bán nhà Tô Vĩnh Diện phường 6 Đà Lạt thuận tiện cho gia đình nhỏ an cư,"TP. Đà Lạt, Lâm Đồng",2023-06-13,2,2,67,5800000000,https://cloud.mogi.vn/images/thumb-small/2023/04/18/242/431e03e1069b4a7c8153e6ea353e17ab.jpg
270,Bán khách sạn mặt tiền Phạm Ngũ Lão Phường 3 Đà Lạt ngay trung tâm,"TP. Đà Lạt, Lâm Đồng",2023-06-13,20,20,92,34000000000,https://cloud.mogi.vn/images/thumb-small/2023/04/12/545/158a323c40b84938ae57cef1e70797c2.jpg
271,Bán khách sạn 2 mặt tiền Bùi Thị Xuân đang kinh doanh tốt,"TP. Đà Lạt, Lâm Đồng",2023-06-13,18,18,97,29000000000,https://cloud.mogi.vn/images/thumb-ms/2023/04/12/485/96ca499909804a94ade1ad97d5f0c8df.jpg
272,Bán nhà 2 mặt tiền Xô Viết Nghệ Tĩnh Phường 7 Đà Lạt hơp nghỉ dưỡng,"TP. Đà Lạt, Lâm Đồng",2023-06-13,3,2,398,13000000000,https://cloud.mogi.vn/images/thumb-ms/2023/04/12/026/3660dbface76412a9403439c5c974033.jpg
273,Bán khách sạn mặt tiền Nguyễn Văn Trỗi phường 1 Đà Lạt kinh doanh tốt,"TP. Đà Lạt, Lâm Đồng",2023-06-13,16,16,143,25000000000,https://cloud.mogi.vn/images/thumb-small/2023/05/16/565/c5380eb77a264ce399f7618cb827dc13.jpg
274,Bán biệt thự KQH An Sơn phường 4 Đà Lạt thuận tiện an cư nghỉ dưỡng,"TP. Đà Lạt, Lâm Đồng",2023-06-13,14,6,314,20000000000,https://cloud.mogi.vn/images/thumb-small/2023/04/18/063/2374fb651ddf4610b8d391ed826eaa46.jpg
275,Bán khu Resort đẳng cấp đường Khe Sanh P10 Đà Lạt view thung lũng,"TP. Đà Lạt, Lâm Đồng",2023-06-13,4,4,11000,270000000000,https://cloud.mogi.vn/images/thumb-small/2023/04/21/039/2606c317e87942469a900b916003d3f6.jpg
276,Bán villa KQH An Sơn phường 4 Đà Lạt kinh doanh nghỉ dưỡng - MN812,"TP. Đà Lạt, Lâm Đồng",2023-06-13,9,9,178,20000000000,https://cloud.mogi.vn/images/thumb-small/2023/04/19/130/59dcb8b6ace845bf961bc5855f29c72a.jpg
277,Bán nhà Đa Minh phường 5 Đà Lạt thích hợp an cư lạc nghiệp,"TP. Đà Lạt, Lâm Đồng",2023-06-13,2,2,64,5200000000,https://cloud.mogi.vn/images/thumb-small/2023/04/18/145/9836f605b18249668196a0d0bc3e7538.jpg
278,Bán khách sạn Phan Bội Châu phường 1 Đà Lạt ngay trung tâm thành phố,"TP. Đà Lạt, Lâm Đồng",2023-06-13,13,13,137,26000000000,https://cloud.mogi.vn/images/thumb-small/2023/04/25/502/ced6954dacaa4d00b7b437d32ef7287f.jpg
279,Bán nhà mặt tiền Nguyễn Thị Nghĩa phường 2 Đà Lạt thuận tiện an cư,"TP. Đà Lạt, Lâm Đồng",2023-06-13,3,4,55,9000000000,https://cloud.mogi.vn/images/thumb-small/2023/04/17/367/5777f8a891234015a531c6a1549ea32d.jpg
280,Bán mặt bằng Nguyễn Văn Cừ phường 1 Đà Lạt thuận tiện kinh doanh.,"TP. Đà Lạt, Lâm Đồng",2023-06-13,1,2,241,80000000000,https://cloud.mogi.vn/images/thumb-small/2023/04/17/331/d7adb43f1227445dac594b806d1d7d17.jpg
281,Bán khách sạn Lê Hồng Phong P4 Đà Lạt ngay trung tâm thiết kế hiện đại,"TP. Đà Lạt, Lâm Đồng",2023-06-13,13,13,178,23500000000,https://cloud.mogi.vn/images/thumb-small/2023/04/13/419/caa4a6107cfb4c3e8d7fb4d324fa95a2.jpg
282,Bán căn nhà mặt tiền đường Ngô Thì Sỹ Phường 4 Đà Lạt ngay trung tâm,"TP. Đà Lạt, Lâm Đồng",2023-06-13,10,10,375,16000000000,https://cloud.mogi.vn/images/thumb-small/2023/05/10/117/8a54384e42d14e319d6c8515b75ca08e.jpg
283,Bán nhà mặt tiền Nguyễn Thượng Hiền phường 5 Đà Lạt hợp nghĩ dưỡng,"TP. Đà Lạt, Lâm Đồng",2023-06-13,4,4,292,19000000000,https://cloud.mogi.vn/images/thumb-small/2023/04/27/177/c768584e28894258b33c4094cf8fd0bc.jpg
284,Bán biệt thự Hoàng Hoa Thám phường 10 Đà Lạt phù hợp an cư nghĩ dưỡng,"TP. Đà Lạt, Lâm Đồng",2023-06-13,4,4,227,11500000000,https://cloud.mogi.vn/images/thumb-small/2023/04/26/348/eef6925e69de433f8d33dc5992155951.jpg
285,Bán biệt thự 2 mặt tiền An Sơn P4 Đà Lạt thích hợp đầu tư kinh doanh,"TP. Đà Lạt, Lâm Đồng",2023-06-13,10,10,608,26000000000,https://cloud.mogi.vn/images/thumb-small/2023/04/25/378/27ae479f5c9f4d749817ee50ca865a4a.jpg
286,Bán khách sạn mặt tiền Trần Quang Khải phường 8 Đà Lạt đang KD tốt,"TP. Đà Lạt, Lâm Đồng",2023-06-13,14,17,257,32000000000,https://cloud.mogi.vn/images/thumb-ms/2023/05/13/323/85f39c0ef03e4f589b2830b5549ebe99.jpg
287,Bán nhà hai mặt tiền Hoàng Hoa Thám Phường 10 Đà Lạt view thung thũng,"TP. Đà Lạt, Lâm Đồng",2023-06-13,6,4,165,14000000000,https://cloud.mogi.vn/images/thumb-ms/2023/05/13/401/1b4ced4276e94f85b4417510f2ef079f.jpg
